Elizabeth Gaskell, (1810-1865);93, Cheyne Walk, Chelsea, SW3 5BB;Birthplace of novelist and biographer Elizabeth Gaskell (1810-1865). She moved out of this house, a month after she was born, due to the death of her mother.;Greater London;-
Elizabeth Gaskell (1810-1865);84 Plymouth Grove, Manchester, M13 9LW;In 1832, novelist and biographer Elizabeth Gaskell (1810-1865) settled in this house in Manchester. The house fell in disrepair after the Gaskell family moved out in 1913. But in 2004 the house was acquired by the Manchester Historic Buildings Trust, which then restored it. Since 2011 the house is open to the public as The Elizabeth Gaskell’s House;North West;The Elizabeth Gaskell’s House
Sir William Golding (1911 – 1993);47 Mount Wise, Newquay, Cornwall, TR7;Birthplace of novelist and Nobel Prize-winner Sir William Golding, best known for his novel Lord of the Flies (1954). He spent many childhood holidays in this house.;South West;-
Sir William Golding (1911 – 1993);Tullimaar House, Perranarworthal, Cornwall, TR3;In 1985, novelist and Nobel Prize-winner Sir William Golding (1911-1933) moved to the Cornish house Tullimaar House, where he died eight years. He left the draft of a novel. Tullimaar House is still family owned.;South West;-
Kenneth Grahame (1859-1932);6 Coockham Dean Bottom, Cookham, Maidenhead, SL6 UK;Home to Scottish born author Kenneth Grahame (1859-1932) after the death of his mother. The countryside surrounding this house in Cookham inspired the setting for The Wind in the Willows (1908).;;-
Robert Graves (1895-1985);1 Lauriston Road, SW 19;Birthplace of novelist Robert Graves (1895-1985), writer of World War One-memoir Goodbye to All That (1929).;Greater London;Blue Plaque (English Heritage)
Robert Graves (1895-1985);The Worlds End, Collice Street, Islip, Kidlington OX5 2TB;Home to novelist and Goodbye to All That-author Robert Graves (1895-1985). Here he discussed poetry with friend T.E. Lawrence.;South East;-
Ted Hughes (1930-1998);1 Aspinall Street, in Mytholmroyd;Birthplace of Poet Laureate Ted Hughes (1930-1998).;Yorkshire and the Humber;-
Ted Hughes (1930 - 1998);55 Eltisley Ave, Cambridge CB3 9JQ;Home to Poet Laureate Ted Hughes (1930-1998), where he in 1956 moved to with his wife, the American poet Sylvia Plath (1932-1963).;East Anglia;-
Aldous Huxley (1894-1963) ;Priors Garth, Godalming, Surrey, ;Birthplace of Aldous Huxley (1894-1963), best known for his dystopian novel including Brave New World (1932).;South East;-
John Keats (1795-1821) ;Swan & Hoop, 85, Moorgate, EC2;Birthplace of poet John Keats (1795-1821).;Greater London;-
John Keats (1795-1821) ;28, St Thomas’s Street, Southwark, SE1;After registering as a medical student at Guy’s Hospital in 1815, poet John Keats (1795-1821) lodged in this Southwark home with other medical students.;Greater London;-
John Keats (31 October 1795 – 23 February 1821) ;1 Well Walk, Hampstead;After living as a medical student in Londen, poet John Keats moved to the village of Hampstead in 1817 with his brothers. Here he lived close to friend and fellow poet Samuel Taylor Coleridge (1772-1834).;;-
John Keats (31 October 1795 – 23 February 1821) ;Wentworth Place, Hampstead;Now the Keats House Museum, poet John Keats (1795-1821) had one of his most productive years  in Wentworth Place, where he moved to in 1818. Here he wrote five of his six great odes.;Greater London;The Keats House Museum
Philip Larkin (1922-1985);2, Poultney Road, Radford, Coventry;Birthplace of poet Philip Larkin (192201985);West Midlands;-
Philip Larkin (1922-1985);32, Pearson Park, HU5 2TQ;Home to poet Philip Larkin (192201985) from 1956 to 1974 after he became librarian at the University of Hull.;Yorkshire and the Humber;-
Philip Larkin (1922-1985);105, Newland Park, HU5;Home to poet Philip Larkin (1922-1985) from 1974 until his death in 1985.;Yorkshire and the Humber;-
Ford Madox Ford (1873-1939);245 Kingston Road, Merton, Surrey,;Birthplace of novelist Ford Madox Ford (1873-1939);South East;-
Percy Bysshe Shelley (1792-1822) ;Field Place, Broadbridge Heath;Birthplace of poet Percy Bysshe Shelley (1792-1822).;South East;-
Percy Bysshe Shelley (1792-1822) ;(Cottage), Bishopsgate, Surrey;"Poet Percy Bysshe Shelley (1792-1822) moved here in 1815 and
wrote his allegorical poem ‘Alastor, or The Spirit of Solitude’ (1815) his first major achievement as a poet.";South East;Shelley’s Cottage’
Wilkie Collins (1824-1889);11, New Cavendish Street, Marylebone;Birthplace of author Wilkie Collins (1824-1889), known to be the writer of the first English detective novel, and famous for his collaborations with Charles Dickens (1812-1870).;Greater London;-
John Galsworthy (1867 - 1933);177 Kingston Hill, Kingston upon Thames, KT2 7XL;Now Galsworthy House Care Home, this house was the birthplace of Nobel Prize winning novelist and playwright John Galsworthy (1867-1933), known for his The Forsyte Saga,;South East;-
John Galsworthy (1867 - 1933);Bury House, Bury, West Sussex;Bury House is the home were Nobel Prize-winning author John Galsworthy (1867-1933) lived during the last seven years of his life, from 1926 to 1933. Unable to attend the Nobel Prize ceremony, due to illness, Galsworthy eventually died in his London home, Grove Lodge.;South East;-
Dame Muriel Spark (1918 - 2006);13 Baldwin Crescent, Camberwell;Scottish born novelist and poet Dame Muriel Spark (1918-2006) lived for ten years in this London home, between 1955 and 1965. Two years after she left this house, she debuted as a novelist.;Greater London;-
Grahame Greene (1904 - 1991);Harston House, Harston, South Cambridgeshire CB22;Bought by his uncle William in 1893, novelist Graham Greene (1904-1991) came here often as a boy. He would later claim the house and his library influenced him as a reader and writers: “It was at Harston I found quite suddenly I could read.”;East Anglia;
George Bernard Shaw (1856 - 1950);Shaw’s Corner, Bibbs Hall Ln, Ayot St Lawrence, Ayot St. Lawrence, Welwyn AL6 9BX,;Shaw’s Corner, in Ayot St Lawrence, was home to Irish playwright George Bernard Shaw (1856-1950) from 1906 to his death in 1950. In the garden of the property, now owned by The National Trust, stands Shaw’s wooden rotating writing hut, where he wrote many of his plays. ;East Anglia;Museum (National Trust)
